feedback,sentiment_label,ratings,sentiment_desc,clean_text,text_length
The staff was helpful enough to guide me all throughout the time I spent at the hospital The waiting time for the check-up was not very long and the doctor was very good He took the time and had the patience to explain everything about my problem.,1,4,Positive,staff helpful enough guide throughout time spent hospital waiting time checkup long doctor good took time patience explain everything problem,20
I was given a proper diagnosis and all my symptoms were taken into consideration The cafeteria was good and on ground floor they have cafe coffeday.,1,5,Positive,given proper diagnosis symptom taken consideration cafeteria good ground floor cafe coffeday,12
The entire hospital is very clean and very well maintained with staff to help out with any doubts that you might have It is definitely recommended if someone is looking for proper care.,1,4,Positive,entire hospital clean well maintained staff help doubt might definitely recommended someone looking proper care,15
Olny issue is there was long queue at the reception on early morning.,1,3,Positive,olny issue long queue reception early morning,7
I was  very impressed with the Doctor and the staff was friendly and helpful I was able to get an appointment quickly.,1,5,Positive,impressed doctor staff friendly helpful able get appointment quickly,9
I would highly recommend Narayana Hospital.,1,5,Positive,would highly recommend narayana hospital,5
Worst Emergency service I have ever seen.,0,1,Negative,worst emergency service ever seen,5
I have never seen a hospital outright deny a patient support Is it because they are understaffed at the emergency unit? I donâ€™t know Anyway I had to go to another hospital nearby where they immediately took me to a room to dress up my injury.,0,1,Negative,never seen hospital outright deny patient support understaffed emergency unit donâ€™t know anyway go another hospital nearby immediately took room dress injury,22
When to the OPD section the staff there prioritise their own people for the doctors visit Inspite of taking appointment was made to wait for 2 hrs and the staff there was prioritising the medical reps and other agents.,0,2,Negative,opd section staff prioritise people doctor visit inspite taking appointment made wait hr staff prioritising medical rep agent,18
Worst Emergency service I have ever seen I kept waiting for more than 3 hrs to get IV Injection The hospital does not have separate facility to provide IV injection or other similar kind of operations.,0,1,Negative,worst emergency service ever seen kept waiting hr get iv injection hospital separate facility provide iv injection similar kind operation,20
I do not recommend this hospital at all Please think twice before going to Narayana Hospital HSR layout.,0,2,Negative,recommend hospital please think twice going narayana hospital hsr layout,10
prompt punctual attentive and courteous well attending care giving minutely attentive Cost reasonable.,1,5,Positive,prompt punctual attentive courteous well attending care giving minutely attentive cost reasonable,12
No support for patients after consultation hour only you can talk to doctor  if you book a appointment Being regular visitor also not helpful Doctor is good but Naryana HealthCare hospital is bad.,0,1,Negative,support patient consultation hour talk doctor book appointment regular visitor also helpful doctor good naryana healthcare hospital bad,18
Most pathetic clinic I would say They did X-ray unnecessary and most importantly they told me I have infection in lungs When checked with other doctor it was all good Not recommended at all.,0,2,Negative,pathetic clinic would say xray unnecessary importantly told infection lung checked doctor good recommended,14
This is an emergency case and you would at least expect one person to be sent inside with the patient just for an emergency situation but they wonâ€™t 1 star for hospitality here.,0,1,Negative,emergency case would least expect one person sent inside patient emergency situation wonâ€™t star hospitality,15
Treatment is really awesome,1,5,Positive,treatment really awesome,3
"They asked me to come after 2 days to show to the orthopedician and when I came for the same they are treating me as new patient asking me to book an appointment with the orthopedician and wait for slot.""",0,1,Negative,asked come day show orthopedician came treating new patient asking book appointment orthopedician wait slot,15
Matter is not specifically the money it is the attitude or gesture which hurts the tensed patients.,0,2,Negative,matter specifically money attitude gesture hurt tensed patient,8
"We had booked an eye consultation with Dr Vinay Patil but some other dr checked us under his name and didn't give eye no. also, he then redirected us to Sankalp Nethralaya hospitaloverall eye checkup experience was very bad.",0,1,Negative,booked eye consultation dr vinay patil dr checked u name didnt give eye also redirected u sankalp nethralaya hospitaloverall eye checkup experience bad,23
One good thing about this hospital in comparison to other ones is the responsiveness of the all staff though there are delays.,1,3,Positive,one good thing hospital comparison one responsiveness staff though delay,10
One if the worst experiences I had today.,0,1,Negative,one worst experience today,4
Was suffering from severe throat pain for 5 days Consulted Dr Ria ENT specialist To my surprise the pain almost gone in 8 hrs after taking meds suggested by her Dr Ria even suggested how I can fix my sleeping problem.,1,5,Positive,suffering severe throat pain day consulted dr ria ent specialist surprise pain almost gone hr taking med suggested dr ria even suggested fix sleeping problem,25
It was overall good experience Doctor and Management from NH were supportive Bajaj Finserv came as saviour when our claim from insurer got rejected  me to get the process done with no glitches.,1,4,Positive,overall good experience doctor management nh supportive bajaj finserv came saviour claim insurer got rejected get process done glitch,19
Good service by Dr jagadish in helping us in resolving our issues dilip Kumar In co ordinating.,1,5,Positive,good service dr jagadish helping u resolving issue dilip kumar co ordinating,12
another worst experience simply people be there and many things not available i don't know what the pharmacy manager do there  not doing their job properly i has this experience many times.,1,3,Positive,another worst experience simply people many thing available dont know pharmacy manager job properly experience many time,17
Treatment and other services are good They will charge more for emergency services during night In house canteen for and food service for patients admitted is not good Iâ€™m disappointed with their timely service.,1,3,Positive,treatment service good charge emergency service night house canteen food service patient admitted good iâ€™m disappointed timely service,18
"Very poor bad worst experience For a hairline fracture as per doctor Due to unwanted plaster cast for 2 months I made my leg underperformer else i was fit for running I asked Doctor to show me the crack in CT report He refused. """,0,1,Negative,poor bad worst experience hairline fracture per doctor due unwanted plaster cast month made leg underperformer else fit running asked doctor show crack ct report refused,26
If you are choosing this hospital for treatment or surgery then please do it at your own risk they are really good unless you admit and get your treatment started.,0,1,Negative,choosing hospital treatment surgery please risk really good unless admit get treatment started,13
Worst Emergency service I have ever seen.,0,1,Negative,worst emergency service ever seen,5
I had been visited the hospital last week It's an imagine hospital Everybody is very helpful Especially Mrs Runa Das She is very much helpful and very co-operative I never forget her help during my visit.,1,5,Positive,visited hospital last week imagine hospital everybody helpful especially mr runa da much helpful cooperative never forget help visit,19
Recently visited this hospital Doctors are extremely good but the management and the service provided by the staff is worst Vitals checking persons are very careless.,0,1,Negative,recently visited hospital doctor extremely good management service provided staff worst vitals checking person careless,15
Visited Naraya hrudayalaya for health checkup during the weekend Usually very crowded and took around 5-6 hours for complete routine checkup Staff is supportive and cleanliness is maintained.,1,5,Positive,visited naraya hrudayalaya health checkup weekend usually crowded took around hour complete routine checkup staff supportive cleanliness maintained,18
I would have given 0 if there is an option I took my father to emergency ward and we waited 2 hours no body attended him at all What is the purpose of emergency if you dont have anyone to treat patient.,1,5,Positive,would given option took father emergency ward waited hour body attended purpose emergency dont anyone treat patient,17
Worst hospital in Bangalore only money making market As soon u go to emergency ward u will end up going to ICU & all the hospital diagnostics are used to make moneyr.,0,1,Negative,worst hospital bangalore money making market soon u go emergency ward u end going icu hospital diagnostics used make moneyr,20
Good service by dilip Kumar in helping us finish the things faster at OPD.,1,5,Positive,good service dilip kumar helping u finish thing faster opd,10
I have consulted Dr Karthik sir  no hurry explains issue  calmy and won't suggest unnecessary test.,1,4,Positive,consulted dr karthik sir hurry explains issue calmy wont suggest unnecessary test,12
Must come for any cardio issue they are Titans for cardio health! Thank you NH team from ground handling staff to doctors all are superb in their assigned job Kudos to the organization.,1,5,Positive,must come cardio issue titan cardio health thank nh team ground handling staff doctor superb assigned job kudos organization,19
The hospital will not take you for a ride with unwanted tests The doctors do physical examination and with the symptoms findings and their experience proceed with medication.,1,5,Positive,hospital take ride unwanted test doctor physical examination symptom finding experience proceed medication,13
Hospital staff is very irresponsible Their behaviour is not good They are taking so much time for small treatment This hospital is not good for major injury and in emergency.,0,2,Negative,hospital staff irresponsible behaviour good taking much time small treatment hospital good major injury emergency,15
One of the rare hospital brands in bangalore which still keep the dignity of this profession The hospital management system is efficient and the staff  helpful The doctors are competent.,1,3,Positive,one rare hospital brand bangalore still keep dignity profession hospital management system efficient staff helpful doctor competent,17
Dr Sujith MS has been very helpful during every visit at NH hospital Thank you doctor and NH hospital.,1,5,Positive,dr sujith m helpful every visit nh hospital thank doctor nh hospital,12
Dr Ramesh Patil examined me carefully and satisfied by all means as an expert neurologist He impressed deeply with his cool behaviour.,1,5,Positive,dr ramesh patil examined carefully satisfied mean expert neurologist impressed deeply cool behaviour,13
"Worst hospital don't go here Never recommending this hospital to anyone Instead go to Apollo or some other hospital that have more sense that you shouldn't keep the patient waiting.,Negative,2
Service is excellent but charges are extremely high compared to Apollo 24/7 for lab reports,Positive ,5
This place is open just for minting money. It is so obvious in their behaviour. They manipulate test results in their favour so you can get admitted where no admission is required at all. This has happened to my uncle and a neighbor. ,Negative,2
Doctors and staff are very supportive and helpful. This is my first visit to HSR LAY OUT HOSPITAL. I am amazed.,Negative,1
First don't admit your loved one here. Chutiya hospital, can't diagnose or find anything even after 3 days of icu admission with lots of repetitive tests. Can't cure even dengue despite admitted on very first day of fever. ",0,2,Negative,worst hospital dont go never recommending hospital anyone instead go apollo hospital sense shouldnt keep patient waitingnegative service excellent charge extremely high compared apollo lab reportspositive place open minting money obvious behaviour manipulate test result favour get admitted admission required happened uncle neighbor negative doctor staff supportive helpful first visit hsr lay hospital amazednegative first dont admit loved one chutiya hospital cant diagnose find anything even day icu admission lot repetitive test cant cure even dengue despite admitted first day fever,81
Wonderful experience had a consultation with the doctor and was advised very well Umair assisted a lot he was very helpful and very patient friendly.,1,5,Positive,wonderful experience consultation doctor advised well umair assisted lot helpful patient friendly,12
Found excellent service by Rajeshwari from billling and MOD Soojanya I would extend my thanks for wonderful support and help.,1,5,Positive,found excellent service rajeshwari billling mod soojanya would extend thanks wonderful support help,13
With the excellent support guidance and supervision of Dr Manjula Gynaecologist in Narayana Multi-speciality Hospital HSR layout surgery for my wife went on well and smooth.,1,5,Positive,excellent support guidance supervision dr manjula gynaecologist narayana multispeciality hospital hsr layout surgery wife went well smooth,17
Worst hospital please never go to this hospital in emergency ward they are just money looters and they just want all patients to go to ICU .,0,1,Negative,worst hospital please never go hospital emergency ward money looter want patient go icu,14
Very good service and good doctors Only challenge is with Parking With patient of u r alone it is a big challenge Also the location is such you hardly get a proper parking.,1,3,Positive,good service good doctor challenge parking patient u r alone big challenge also location hardly get proper parking,18
Good service from erasree Peacefull hospital Patient will be recover fast.,1,5,Positive,good service erasree peacefull hospital patient recover fast,8
examined me carefully and satisfied by all means as an expert neurologist! He impressed deeply with his cool behaviour.,0,1,Negative,examined carefully satisfied mean expert neurologist impressed deeply cool behaviour,10
The Hospital offers great patient care but the roads are very very Narrow and highly impossible to get parking available here or in the vicinity.,1,3,Positive,hospital offer great patient care road narrow highly impossible get parking available vicinity,13
Very good experience The doctor has addressed my health issue very patiently and I had quick recovery. ,1,5,Positive,good experience doctor addressed health issue patiently quick recovery,9
This is a second time we visited here this time we have done a surgery from here Doctors and nurses are very professional and helpful.Hospital promises clean and services very good Hope a good future ahead Thank you.,1,5,Positive,second time visited time done surgery doctor nurse professional helpfulhospital promise clean service good hope good future ahead thank,19
Emergency is a joke here They have been asking us to just wait and wait The concerned patient has very high fever with dengue Multiple payments .,0,2,Negative,emergency joke asking u wait wait concerned patient high fever dengue multiple payment,13
I really wish and hope that someone from the upper management reads this You guys have everything available yet the hospital will never achieve any greatness And it'll be on you.,1,3,Positive,really wish hope someone upper management read guy everything available yet hospital never achieve greatness itll,16
Prompt service v good housekeeping disciplined nursing above all expert doctors well managed OT facilities.,1,3,Positive,prompt service v good housekeeping disciplined nursing expert doctor well managed ot facility,13
Fantastic medical care+ highest degree of professionalism awesome peace of mind for the patient n family Keep up the good work.,1,5,Positive,fantastic medical care highest degree professionalism awesome peace mind patient n family keep good work,15
A very well managed medical superspeciality with hassle free assistance to patients and their family A must recommended to citizens.,1,4,Positive,well managed medical superspeciality hassle free assistance patient family must recommended citizen,12
Recently i had a fracture in my right hand. I went to Narayana hospital Hsr to get diagnosed by one of the best doctor .,1,5,Positive,recently fracture right hand went narayana hospital hsr get diagnosed one best doctor,13
Worst worst Gives good suggestion And the staff were good at patients Eerashi and Arun sisters were helpful to the patients  I was forced by them to post good opinion but it was worst ,1,3,Positive,worst worst give good suggestion staff good patient eerashi arun sister helpful patient forced post good opinion worst,18
Hears your issues and addresses them Staff are absolutely dears Soft-spoken and helpful Billing needs improvement.,1,5,Positive,hears issue address staff absolutely dear softspoken helpful billing need improvement,11
Last l was visiting the hospital very experienced Doctor is there specially Dr.Guddu and Miss Anu Thanks.,1,5,Positive,last l visiting hospital experienced doctor specially drguddu miss anu thanks,11
One of best hospital in Bangalore Doctors and staffs are very polite with the patient and understanding the problem and giving best treatment Also the maintenance of hospital with clean neat and tidy.,1,5,Positive,one best hospital bangalore doctor staff polite patient understanding problem giving best treatment also maintenance hospital clean neat tidy,19
I have an excellent experience with with the service the provided and also Dr Sujit is a very good doctor.,1,4,Positive,excellent experience service provided also dr sujit good doctor,9
THEY LET THE EMMERGENCY PATIENT TO DIE I took my 65yr mom as she keep complaining about chest pain i told them we are here for EMMERGENCY showing mom feeling breathless.,0,1,Negative,let emmergency patient die took yr mom keep complaining chest pain told emmergency showing mom feeling breathless,17
We had a great experience at the hospital Dr Amarnath Reddy Sir is a genious personality and a very caring doctor.,1,4,Positive,great experience hospital dr amarnath reddy sir genious personality caring doctor,11
Prompt service v good housekeeping disciplined nursing above all expert doctors well managed OT facilities.,1,4,Positive,prompt service v good housekeeping disciplined nursing expert doctor well managed ot facility,13
Dr Saji M J  have been consulting him from past 4 years one of the finest doctor to be known and also a good human being.,1,5,Positive,dr saji j consulting past year one finest doctor known also good human,13
The session with Dr Jagadeesh as very insightful He patiently answered all my queries and made me understand the intricacies involved with my kidney issue I strongly recommend him for any Urology related issues.,1,4,Positive,session dr jagadeesh insightful patiently answered query made understand intricacy involved kidney issue strongly recommend urology related issue,18
Manjunath kp said he will come at 8 pm on September 16 still he is not here  And my kid is having fever  there are many patients waiting from 7pm now it's already 9 pm.,0,1,Negative,manjunath kp said come pm september still kid fever many patient waiting pm already pm,15
Courteous treatment by the attending support staff Dr Sarat Damodar is excellent and very helpful in making me to understand the issues involved and put me on satisfactory regimen Thanks to him and everyone at NMH.,1,4,Positive,courteous treatment attending support staff dr sarat damodar excellent helpful making understand issue involved put satisfactory regimen thanks everyone nmh,20
Money loot Hospital Emergency ward is not actually it is It is a fun ward on patients They cannot able to identify the Root cause of the problem. ,0,2,Negative,money loot hospital emergency ward actually fun ward patient able identify root cause problem,14
They charged us 1 lakh rs for just 24 hrs hospitalization On arguing and checking the bill after I almost paid the money.,0,2,Negative,charged u lakh r hr hospitalization arguing checking bill almost paid money,12
Very good consultation with dr Karthik sir  General medicine I Ã m really happy  and coordinatior Revathi also helped me a lot I am really tanks to dr Karthik and Revathi I am really recommend to this dr and hospital.,1,5,Positive,good consultation dr karthik sir general medicine ã really happy coordinatior revathi also helped lot really tank dr karthik revathi really recommend dr hospital,24
Everyone in staff as well as doctors were very helpful and with good behaviour Had a smooth experience through my consultation and diagnoses for a week.,1,4,Positive,everyone staff well doctor helpful good behaviour smooth experience consultation diagnosis week,12
Excellent treatment Best doctors and nurses My kid got well in 3 days.,1,5,Positive,excellent treatment best doctor nurse kid got well day,9
Completely unhelpful and exploitative staff None of the Narayana Brand principles are followed here They will exploit you for money with uneccessary tests and procedures Got refused twice in ER as well when family members had emergency.,0,1,Negative,completely unhelpful exploitative staff none narayana brand principle followed exploit money uneccessary test procedure got refused twice er well family member emergency,22
Well organised helpful and supporting staff and above all very professional and experienced doctors who listens and understand the patients.,1,5,Positive,well organised helpful supporting staff professional experienced doctor listens understand patient,11
Dr saji orthopedic is an asset of the hospital His way of treatingPatients is excellent We are happy.,1,5,Positive,dr saji orthopedic asset hospital way treatingpatients excellent happy,9
Best management best doctors and best services I am going to Narayana hrudayalaya since 15 years and always satisfied with the consultations and doctors.,1,5,Positive,best management best doctor best service going narayana hrudayalaya since year always satisfied consultation doctor,15
Excellent Prompt hospitality services During stay of 1 week Doctors paid continuous visits & responded as needed  promptly At one point they had to be vigilant whole night & saved the patient.,1,5,Positive,excellent prompt hospitality service stay week doctor paid continuous visit responded needed promptly one point vigilant whole night saved patient,20
Extremely knowledgeable and very good Doctors I have been admitted for a infection and lung issues Very courteous and professional supporting staff.,1,4,Positive,extremely knowledgeable good doctor admitted infection lung issue courteous professional supporting staff,12
We had to wait an hour despite having an appointment This isnâ€™t the first time this happened They have no understanding of how to manage the appointment queue itâ€™s just so random and unorganised and a lot of scope to improve.,1,3,Positive,wait hour despite appointment isnâ€™t first time happened understanding manage appointment queue itâ€™s random unorganised lot scope improve,18
NH is one of the best hospital at hsr When we went there at first Mr Dileep Kumar coordinated the visit with our doctor and the visit was also comfortable and quick.,1,5,Positive,nh one best hospital hsr went first mr dileep kumar coordinated visit doctor visit also comfortable quick,17
Consulting uther dr babu  reddy sir past 2yars for cardiologist strong good treating well and we'll explaining  each and very thing take caring very much about patients  can recommend  to this dr babu reddy  sir  and hospital.,1,5,Positive,consulting uther dr babu reddy sir past yars cardiologist strong good treating well well explaining thing take caring much patient recommend dr babu reddy sir hospital,26
Drs r very They listen all the issue of patients carefully.,1,5,Positive,drs r listen issue patient carefully,6
Best doctor available in narayana and also hospitality is very nice they provide a good and hyganic diet for patient Daily takes feedback related to their services.,1,4,Positive,best doctor available narayana also hospitality nice provide good hyganic diet patient daily take feedback related service,17
Very good service by the hospital staff and nursing and Doctors l am happy about Narayana Hospital HSR.,1,5,Positive,good service hospital staff nursing doctor l happy narayana hospital hsr,11
Excellent service The staff were all so polite and Dr Saji was so amazing Would definitely recommend.,1,4,Positive,excellent service staff polite dr saji amazing would definitely recommend,10
Worst behaviour by ultrasound consultant She doesn't even speak properly she disconnects the calls in between Better to avoid We decided to do this from outside and move away from Narayana. ,0,1,Negative,worst behaviour ultrasound consultant doesnt even speak properly disconnect call better avoid decided outside move away narayana,17
Look like Hospital doctors are well trained to ask patients to do unnecessary tests to generate more revenue for hospitals and they will also doctors will get some percentage from lab tests.,0,2,Negative,look like hospital doctor well trained ask patient unnecessary test generate revenue hospital also doctor get percentage lab test,19
We came for ultra sound for my wife Hospital staff are very helpful and friendly The lady named Sandhya assisting near ultrasound guided her to have water walk around and managing quote well all the patients,1,5,Positive,came ultra sound wife hospital staff helpful friendly lady named sandhya assisting near ultrasound guided water walk around managing quote well patient,22
Very pathetic experience I won't recommend this hospital to anyone.,0,1,Negative,pathetic experience wont recommend hospital anyone,6
Blood test guy was also good with his service But their ultra-sound testing service is very poor Won't suggest to do that from hospital.,1,3,Positive,blood test guy also good service ultrasound testing service poor wont suggest hospital,13
Got a good experience during surgery of knee replacement for my mother.,1,5,Positive,got good experience surgery knee replacement mother,7
the quality of the hos has tumbled down drastically Their nursing station do not honour the appointment time and they are clueless when to send a patient again back to the doctor,0,2,Negative,quality ho tumbled drastically nursing station honour appointment time clueless send patient back doctor,14
Everything was perfectly organised,1,4,Positive,everything perfectly organised,3
The staff was highly attentive and professional ensuring my comfort throughout my visit and The facility's cleanliness and organization were also impressive.,1,4,Positive,staff highly attentive professional ensuring comfort throughout visit facility cleanliness organization also impressive,13
I had many complications but she identified them at an early stage and continuously monitored the same to ensure a safe delivery During the delivery a smooth normal delivery,1,5,Positive,many complication identified early stage continuously monitored ensure safe delivery delivery smooth normal delivery,14
A very poor experience of service by staffs food and they charge a bomb and Utter nonsense happened while I got admitted for a knee surgery.,0,2,Negative,poor experience service staff food charge bomb utter nonsense happened got admitted knee surgery,14
One of many prominent hospitals found in Bangalore Found good service when visited last time for an emergency visit All the necessary tests were done in quick time,1,4,Positive,one many prominent hospital found bangalore found good service visited last time emergency visit necessary test done quick time,19
I spent a good 5 hrs in that hospital for tests and consultations While the doctors are good the helping staff have no clue Especially the utility staff.,1,3,Positive,spent good hr hospital test consultation doctor good helping staff clue especially utility staff,14
Poor experience for billing and Poor experience for billing.,1,3,Positive,poor experience billing poor experience billing,6
I went to the hospital for minor symptoms like a cold there were no problems but when I went to the hospital for an emergency there seemed to be a lot of problems.,0,1,Negative,went hospital minor symptom like cold problem went hospital emergency seemed lot problem,13
Grateful for the exceptional care and expertise at Manipal Hebbal Dr Shafalika and the staff made our visit stress immense appreciation and heartfelt thanks.,1,5,Positive,grateful exceptional care expertise manipal hebbal dr shafalika staff made visit stress immense appreciation heartfelt thanks,16
Efficient and compassionate emergency care though opted for surgery elsewhere due to cost grateful for the supportive billing team's prompt refund assistance.,1,3,Positive,efficient compassionate emergency care though opted surgery elsewhere due cost grateful supportive billing team prompt refund assistance,17
I was thoroughly impressed with the level of care and professionalism The doctors and nurses were knowledgeable and took the time to explain my treatment plan in a way that I could understand,1,4,Positive,thoroughly impressed level care professionalism doctor nurse knowledgeable took time explain treatment plan way could understand,16
The services are up-to international standards Just one thing which annoys is they charge you parking fee even if you are spending thousands of money for treatment,1,3,Positive,service upto international standard one thing annoys charge parking fee even spending thousand money treatment,15
The management in reception are not more active I booked appointment through IHO for cunsultation I struglled too much for my appointment Overall behavior of all staff menbers are polite.,1,3,Positive,management reception active booked appointment iho cunsultation struglled much appointment overall behavior staff menbers polite,15
Horrible condition of everything Blocked toilets blocked sinks unclean floors patient bed is also shaking and making noises Hospital making lots of money still not using for renovations Pathetic.,0,1,Negative,horrible condition everything blocked toilet blocked sink unclean floor patient bed also shaking making noise hospital making lot money still using renovation pathetic,23
The comprehensive care provided by Manipal Hospital from the CCU and ICU units to the nursing stations was outstanding.,1,5,Positive,comprehensive care provided manipal hospital ccu icu unit nursing station outstanding,11
High cost paid parking even on admittance Management with high number of inpatient capacity theyâ€™re extremely busy nursing multiple patients and some misses here.,1,3,Positive,high cost paid parking even admittance management high number inpatient capacity theyâ€™re extremely busy nursing multiple patient miss,18
I recently visited this hospitality in Bangalore l I had a great experience Stars are very friendly and attentive Hospital is very clean and well maintained.,1,5,Positive,recently visited hospitality bangalore l great experience star friendly attentive hospital clean well maintained,14
Horrible experience after colonoscopy Staff was talking rudely to her and when she told that she was in pain she was told not to make noise.,0,1,Negative,horrible experience colonoscopy staff talking rudely told pain told make noise,11
Came for annual health checkup faced lot of issue to start the process Even booked 2 days before No staff poor management for a health checkup 6 hours.,0,2,Negative,came annual health checkup faced lot issue start process even booked day staff poor management health checkup hour,18
We couldnâ€™t get an appointment with Dr Abhijit but needed to see him urgently for my mother She was so kind and proactive and spoke to the doctor immediately and he kindly agreed to see her.,1,4,Positive,couldnâ€™t get appointment dr abhijit needed see urgently mother kind proactive spoke doctor immediately kindly agreed see,17
She helped with booking an appointment with lab tests as well as helping me with a consulting doctor and made sure I go through a smooth process when I'm on my low Hos service was good as well.,1,5,Positive,helped booking appointment lab test well helping consulting doctor made sure go smooth process im low ho service good well,20
The worst experience that I ever had at the hospital when I took my son to the emergency ward recently There was no bed in the emergency room for my son.,0,1,Negative,worst experience ever hospital took son emergency ward recently bed emergency room son,13
Worst facility no proper treatment provided to the patient and before estimated the bill will be limited to the extend and post that itâ€™s gonna be double and triple for unwanted test been performed.,0,2,Negative,worst facility proper treatment provided patient estimated bill limited extend post itâ€™s gon na double triple unwanted test performed,19
No response from management properly and everything delay things never go smooth we need to wait for hours n hours even if the patient is under emergency they never take incharge of belonging,0,2,Negative,response management properly everything delay thing never go smooth need wait hour n hour even patient emergency never take incharge belonging,21
Dear team hospital service and responsibilities of each staff was really good and pleasing she saved my energy and time as well Thanks.,1,5,Positive,dear team hospital service responsibility staff really good pleasing saved energy time well thanks,14
its simply four walls with marble floors and some people roaming around in green blue scrubs and some rooms that claim to be seating doctors Definitely not a hospital.,0,1,Negative,simply four wall marble floor people roaming around green blue scrub room claim seating doctor definitely hospital,17
adiology department is very clean and give good service I am happy.,1,4,Positive,adiology department clean give good service happy,7
We do not have enough word to express our gratitude towards Dr Vijaya for her attention expertise behaviour and understanding towards patient.,1,5,Positive,enough word express gratitude towards dr vijaya attention expertise behaviour understanding towards patient,13
There has been a big issue is billing we were charged twice for room charges and insurance company also gave approval without a check for thier part of payment.,0,1,Negative,big issue billing charged twice room charge insurance company also gave approval without check thier part payment,17
The overall billing experiance made my impression as the management is just keen and making money be it even unethical.,1,3,Positive,overall billing experiance made impression management keen making money even unethical,11
Hospital staff only provided an estimation post discharge estimation has changed and taken 60k extra.,0,2,Negative,hospital staff provided estimation post discharge estimation changed taken k extra,11
after take over by Manipal Management is not bothering about patients they need only Money.,0,2,Negative,take manipal management bothering patient need money,7
These walls have seen better days This establishment is looking like it's losing its zeal that was once loved and admired.,1,3,Positive,wall seen better day establishment looking like losing zeal loved admired,11
The staff seem to have become less responsive and lax after covid or probably under the new management.,0,1,Negative,staff seem become le responsive lax covid probably new management,10
I had an good experience in this Hospital where in the doctors are very helpful and experienced.,1,4,Positive,good experience hospital doctor helpful experienced,6
Not so impressed with checkup but somehow have accepted Overall feels Not worthy.,1,3,Positive,impressed checkup somehow accepted overall feel worthy,7
My experience was really good here Supportive staffs and nurses Thank you Manipal and Team.,1,5,Positive,experience really good supportive staff nurse thank manipal team,9
Worst experience Nurse station has no clue when doctor gonna see patient You will never find any doctor in their allotted room.,0,2,Negative,worst experience nurse station clue doctor gon na see patient never find doctor allotted room,15
Reception is eager to get the review even before service is delivered I got an appointment at 10:20 but it is changed to 11 AM I am not communicated on the same.,0,1,Negative,reception eager get review even service delivered got appointment changed communicated,11
May be the treatment is good depends on the doctor but worst nursing experience management is average and the cost of treatment especially is abruptly and absurdly high.,1,3,Positive,may treatment good depends doctor worst nursing experience management average cost treatment especially abruptly absurdly high,16
Their cafeteria is an ABSOLUTE MESS Staff is clueless Apparently for health check up packages the menu is separate.,0,1,Negative,cafeteria absolute mess staff clueless apparently health check package menu separate,11
We are convinced Henceforth we will continue our treatment here Keep up the Good work Manipal Hebbal.,1,5,Positive,convinced henceforth continue treatment keep good work manipal hebbal,9
This is unexpected waste time is more here please go to near by hospital Government hospital is better than this bloody hospital.,0,1,Negative,unexpected waste time please go near hospital government hospital better bloody hospital,12
We were at manipal to get my father treated for CBAG and we had a wonderful experience.,1,4,Positive,manipal get father treated cbag wonderful experience,7
It was amazing consultation and so friendly with us In the starting reception miss Sowmya she is so friendly and very kind with us and she will do warm greetings with us.,1,4,Positive,amazing consultation friendly u starting reception miss sowmya friendly kind u warm greeting u,14
My sister got an admitted here for delivery treatment was given well n also care well by staff.,1,5,Positive,sister got admitted delivery treatment given well n also care well staff,12
hey get the patient admitted in the ICU for a silly reason and charge â‚¹60000  per day also they don't diagnose the patient properly and they don't care about the patients,0,1,Negative,hey get patient admitted icu silly reason charge â‚¹ per day also dont diagnose patient properly dont care patient,19
There is parking charge for both 2 & 4 wheelers And there is no point in booking an appointment as they won't stick to the timings for OP Managing needs to be streamlined,0,2,Negative,parking charge wheeler point booking appointment wont stick timing op managing need streamlined,13
We have been waiting more 2hr their is no doctor at least no response from management that doctor will late,0,1,Negative,waiting hr doctor least response management doctor late,8
They add the charges for medicines which are not even prescribed.,0,1,Negative,add charge medicine even prescribed,5
I had the worst experience prices are high and service is too bad that reception staff makes you wait for hours.,0,2,Negative,worst experience price high service bad reception staff make wait hour,11
I had the best treatment during my stay in hospital Now I am back to normal works.,1,4,Positive,best treatment stay hospital back normal work,7
we are very grateful for the medical support and hospitality provided I highly recommend this hospital for its highly professional medical services.,1,4,Positive,grateful medical support hospitality provided highly recommend hospital highly professional medical service,12
He helped me with everything and made my job easy Overall I had a great experience at manipal hospital hebbal.,1,5,Positive,helped everything made job easy overall great experience manipal hospital hebbal,11
That was a great experience to have selected Manipal hospital Hebbal out of other competitors around.,1,4,Positive,great experience selected manipal hospital hebbal competitor around,8
The treatment she received here was excellent She had multiple injuries but with the help of the doctors and staff here she is completely re overed now.,1,4,Positive,treatment received excellent multiple injury help doctor staff completely overed,10
I had worst experience in this hospital Simply they are charging more finally patient wil not get any solution.,0,2,Negative,worst experience hospital simply charging finally patient wil get solution,10
he took us through very smooth process for my mom's surgery and everything went well by God's grace.,1,5,Positive,took u smooth process mom surgery everything went well god grace,11
Excellent health care hospital and intelligent and humble doctors but fees structure is more.,1,3,Positive,excellent health care hospital intelligent humble doctor fee structure,9
Very friendly staff Made our health package procedure smooth and hastle free.,1,5,Positive,friendly staff made health package procedure smooth hastle free,9
I didnt have hard copies of the report but she was so helpful tat she immediately gave me the hardcopy of the report for me.,1,5,Positive,didnt hard copy report helpful tat immediately gave hardcopy report,10
